"MSOA","Sex","Age","Ethnicity","Persons"
"E02000880","F","40-44","PAK",4
"E02000880","F","40-44","BAN",50
"E02000880","F","40-44","CHI",2
"E02000880","F","40-44","OAS",7
"E02000880","F","40-44","BLA",13
"E02000880","F","40-44","OBL",4
"E02000880","F","40-44","OTH",7
"E02000880","F","45-49","WBI",32
"E02000880","F","45-49","WHO",13
"E02000880","F","45-49","MIX",3
"E02000880","F","45-49","BAN",40
"E02000880","F","45-49","OAS",1
"E02000880","F","45-49","BLA",8
"E02000880","F","45-49","BLC",7
"E02000880","F","45-49","OBL",4
"E02000880","F","45-49","OTH",3
"E02000880","F","50-54","WBI",26
"E02000880","F","50-54","WHO",6
"E02000880","F","50-54","MIX",2
"E02000880","F","50-54","IND",1
"E02000880","F","50-54","PAK",1
"E02000880","F","50-54","BAN",41
"E02000880","F","50-54","CHI",2
"E02000880","F","50-54","OAS",4
"E02000880","F","50-54","BLA",2
"E02000880","F","50-54","OTH",2
"E02000880","F","55-59","WBI",38
"E02000880","F","55-59","WHO",4
"E02000880","F","55-59","MIX",2
"E02000880","F","55-59","IND",1
"E02000880","F","55-59","PAK",1
"E02000880","F","55-59","BAN",35
"E02000880","F","55-59","BLA",3
"E02000880","F","55-59","OTH",6
"E02000880","F","60-64","WBI",26
"E02000880","F","60-64","BAN",22
"E02000880","F","60-64","CHI",1
"E02000880","F","60-64","OAS",2
"E02000880","F","60-64","BLC",2
"E02000880","F","60-64","OTH",1
"E02000880","F","65-69","WBI",25
"E02000880","F","65-69","WHO",1
"E02000880","F","65-69","BAN",14
"E02000880","F","65-69","BLA",2
"E02000880","F","65-69","BLC",1
"E02000880","F","65-69","OBL",1
"E02000880","F","70-74","WBI",26
"E02000880","F","70-74","WHO",3
"E02000880","F","70-74","MIX",1
"E02000880","F","70-74","PAK",1
"E02000880","F","70-74","BAN",46
"E02000880","F","70-74","OAS",1
"E02000880","F","70-74","BLA",1
"E02000880","F","70-74","BLC",3
"E02000880","F","70-74","OBL",1
"E02000880","F","75-79","WBI",17
"E02000880","F","75-79","WHO",4
"E02000880","F","75-79","BAN",13
"E02000880","F","75-79","OAS",1
"E02000880","F","75-79","BLC",1
"E02000880","F","80-84","WBI",36
"E02000880","F","80-84","WHO",1
"E02000880","F","80-84","IND",1
"E02000880","F","80-84","PAK",1
"E02000880","F","80-84","BAN",3
"E02000880","F","80-84","BLA",1
"E02000880","F","80-84","OTH",2
"E02000880","F","85+","WBI",36
"E02000880","F","85+","WHO",2
"E02000880","F","85+","BAN",2
"E02000881","M","0-4","WBI",41
"E02000881","M","0-4","WHO",8
"E02000881","M","0-4","MIX",31
"E02000881","M","0-4","IND",1
"E02000881","M","0-4","PAK",3
"E02000881","M","0-4","BAN",158
"E02000881","M","0-4","CHI",5
"E02000881","M","0-4","OAS",7
"E02000881","M","0-4","BLA",34
"E02000881","M","0-4","BLC",7
"E02000881","M","0-4","OBL",15
"E02000881","M","0-4","OTH",6
"E02000881","M","5-7","WBI",21
"E02000881","M","5-7","WHO",2
"E02000881","M","5-7","MIX",31
"E02000881","M","5-7","IND",1
"E02000881","M","5-7","PAK",2
"E02000881","M","5-7","BAN",133
"E02000881","M","5-7","CHI",2
"E02000881","M","5-7","OAS",5
"E02000881","M","5-7","BLA",18
"E02000881","M","5-7","BLC",4
"E02000881","M","5-7","OBL",6
"E02000881","M","5-7","OTH",7
"E02000881","M","8-9","WBI",21
"E02000881","M","8-9","WHO",1
"E02000881","M","8-9","MIX",2
"E02000881","M","8-9","IND",1
"E02000881","M","8-9","PAK",2
"E02000881","M","8-9","BAN",68
"E02000881","M","8-9","OAS",3
"E02000881","M","8-9","BLA",7
"E02000881","M","8-9","BLC",2
"E02000881","M","8-9","OBL",9
"E02000881","M","8-9","OTH",4
"E02000881","M","10-14","WBI",30
"E02000881","M","10-14","WHO",14
"E02000881","M","10-14","MIX",14
"E02000881","M","10-14","IND",2
"E02000881","M","10-14","PAK",5
"E02000881","M","10-14","BAN",165
"E02000881","M","10-14","CHI",3
"E02000881","M","10-14","OAS",7
"E02000881","M","10-14","BLA",19
"E02000881","M","10-14","BLC",4
"E02000881","M","10-14","OBL",9
"E02000881","M","10-14","OTH",2
"E02000881","M","15","WBI",14
"E02000881","M","15","WHO",2
"E02000881","M","15","MIX",2
"E02000881","M","15","PAK",1
"E02000881","M","15","BAN",27
"E02000881","M","15","CHI",1
"E02000881","M","15","OAS",5
"E02000881","M","15","BLA",4
"E02000881","M","15","BLC",1
"E02000881","M","15","OBL",3
"E02000881","M","15","OTH",2
"E02000881","M","16-17","WBI",14
"E02000881","M","16-17","WHO",4
"E02000881","M","16-17","MIX",2
"E02000881","M","16-17","IND",1
"E02000881","M","16-17","PAK",2
"E02000881","M","16-17","BAN",64
"E02000881","M","16-17","CHI",3
"E02000881","M","16-17","OAS",3
"E02000881","M","16-17","BLA",11
"E02000881","M","16-17","BLC",2
"E02000881","M","16-17","OBL",1
"E02000881","M","16-17","OTH",3
"E02000881","M","18-19","WBI",29
"E02000881","M","18-19","WHO",4
"E02000881","M","18-19","MIX",8
"E02000881","M","18-19","IND",3
"E02000881","M","18-19","PAK",1
"E02000881","M","18-19","BAN",45
"E02000881","M","18-19","CHI",1
"E02000881","M","18-19","OAS",3
"E02000881","M","18-19","BLA",11
"E02000881","M","18-19","BLC",5
"E02000881","M","18-19","OBL",4
"E02000881","M","18-19","OTH",4
"E02000881","M","20-24","WBI",83
"E02000881","M","20-24","WHO",34
"E02000881","M","20-24","MIX",22
"E02000881","M","20-24","IND",11
"E02000881","M","20-24","PAK",7
"E02000881","M","20-24","BAN",132
"E02000881","M","20-24","CHI",6
"E02000881","M","20-24","OAS",9
"E02000881","M","20-24","BLA",9
"E02000881","M","20-24","BLC",4
"E02000881","M","20-24","OBL",11
"E02000881","M","20-24","OTH",5
"E02000881","M","25-29","WBI",73
"E02000881","M","25-29","WHO",51
"E02000881","M","25-29","MIX",7
"E02000881","M","25-29","IND",12
"E02000881","M","25-29","PAK",5
"E02000881","M","25-29","BAN",89
"E02000881","M","25-29","CHI",12
"E02000881","M","25-29","OAS",11
"E02000881","M","25-29","BLA",12
"E02000881","M","25-29","BLC",5
"E02000881","M","25-29","OBL",4
"E02000881","M","25-29","OTH",10
"E02000881","M","30-34","WBI",65
"E02000881","M","30-34","WHO",59
"E02000881","M","30-34","MIX",8
"E02000881","M","30-34","IND",5
"E02000881","M","30-34","PAK",1
"E02000881","M","30-34","BAN",120
"E02000881","M","30-34","CHI",11
"E02000881","M","30-34","OAS",8
"E02000881","M","30-34","BLA",11
"E02000881","M","30-34","BLC",8
"E02000881","M","30-34","OBL",6
"E02000881","M","30-34","OTH",10
"E02000881","M","35-39","WBI",56
"E02000881","M","35-39","WHO",43
"E02000881","M","35-39","MIX",5
"E02000881","M","35-39","IND",7
"E02000881","M","35-39","PAK",3
"E02000881","M","35-39","BAN",108
"E02000881","M","35-39","CHI",5
"E02000881","M","35-39","OAS",7
"E02000881","M","35-39","BLA",17
"E02000881","M","35-39","BLC",10
"E02000881","M","35-39","OBL",5
"E02000881","M","35-39","OTH",4
"E02000881","M","40-44","WBI",76
"E02000881","M","40-44","WHO",22
"E02000881","M","40-44","MIX",5
"E02000881","M","40-44","IND",3
"E02000881","M","40-44","PAK",3
"E02000881","M","40-44","BAN",93
"E02000881","M","40-44","CHI",2
"E02000881","M","40-44","OAS",5
"E02000881","M","40-44","BLA",15
"E02000881","M","40-44","BLC",6
"E02000881","M","40-44","OBL",4
"E02000881","M","40-44","OTH",6
"E02000881","M","45-49","WBI",65
"E02000881","M","45-49","WHO",21
"E02000881","M","45-49","MIX",3
"E02000881","M","45-49","IND",2
"E02000881","M","45-49","PAK",2
"E02000881","M","45-49","BAN",56
"E02000881","M","45-49","CHI",3
"E02000881","M","45-49","OAS",2
"E02000881","M","45-49","BLA",11
"E02000881","M","45-49","BLC",11
"E02000881","M","45-49","OBL",17
"E02000881","M","45-49","OTH",10
"E02000881","M","50-54","WBI",77
"E02000881","M","50-54","WHO",9
"E02000881","M","50-54","BAN",50
"E02000881","M","50-54","CHI",1
"E02000881","M","50-54","OAS",3
"E02000881","M","50-54","BLA",7
"E02000881","M","50-54","BLC",9
"E02000881","M","50-54","OBL",1
"E02000881","M","50-54","OTH",2
"E02000881","M","55-59","WBI",76
"E02000881","M","55-59","WHO",7
"E02000881","M","55-59","MIX",3
"E02000881","M","55-59","IND",1
"E02000881","M","55-59","BAN",20
"E02000881","M","55-59","CHI",5
"E02000881","M","55-59","OAS",3
"E02000881","M","55-59","BLA",8
"E02000881","M","55-59","BLC",6
"E02000881","M","55-59","OBL",2
"E02000881","M","55-59","OTH",1
"E02000881","M","60-64","WBI",63
"E02000881","M","60-64","WHO",3
"E02000881","M","60-64","MIX",1
"E02000881","M","60-64","IND",1
"E02000881","M","60-64","BAN",10
"E02000881","M","60-64","CHI",2
"E02000881","M","60-64","OAS",7
"E02000881","M","60-64","BLA",4
"E02000881","M","60-64","OBL",1
"E02000881","M","60-64","OTH",1
"E02000881","M","65-69","WBI",42
"E02000881","M","65-69","WHO",3
"E02000881","M","65-69","BAN",5
"E02000881","M","65-69","CHI",1
"E02000881","M","65-69","BLA",2
"E02000881","M","65-69","OTH",2
"E02000881","M","70-74","WBI",25
"E02000881","M","70-74","WHO",1
"E02000881","M","70-74","MIX",1
"E02000881","M","70-74","IND",1
"E02000881","M","70-74","PAK",1
"E02000881","M","70-74","BAN",9
"E02000881","M","70-74","CHI",2
"E02000881","M","70-74","OAS",1
"E02000881","M","70-74","BLC",3
"E02000881","M","70-74","OBL",2
"E02000881","M","75-79","WBI",24
"E02000881","M","75-79","BAN",11
"E02000881","M","75-79","CHI",1
"E02000881","M","75-79","OAS",2
"E02000881","M","75-79","BLA",2
"E02000881","M","75-79","BLC",6
"E02000881","M","80-84","WBI",13
"E02000881","M","80-84","WHO",1
"E02000881","M","80-84","MIX",1
"E02000881","M","80-84","BAN",3
"E02000881","M","80-84","CHI",1
"E02000881","M","80-84","OAS",1
"E02000881","M","85+","WBI",15
"E02000881","M","85+","MIX",1
"E02000881","F","0-4","WBI",50
"E02000881","F","0-4","WHO",9
"E02000881","F","0-4","MIX",37
"E02000881","F","0-4","IND",8
"E02000881","F","0-4","PAK",2
"E02000881","F","0-4","BAN",160
"E02000881","F","0-4","CHI",3
"E02000881","F","0-4","OAS",6
"E02000881","F","0-4","BLA",28
"E02000881","F","0-4","BLC",6
"E02000881","F","0-4","OBL",8
"E02000881","F","0-4","OTH",6
"E02000881","F","5-7","WBI",30
"E02000881","F","5-7","WHO",2
"E02000881","F","5-7","MIX",14
"E02000881","F","5-7","IND",1
"E02000881","F","5-7","PAK",1
"E02000881","F","5-7","BAN",113
"E02000881","F","5-7","CHI",5
"E02000881","F","5-7","OAS",1
"E02000881","F","5-7","BLA",7
"E02000881","F","5-7","BLC",9
"E02000881","F","5-7","OBL",6
"E02000881","F","5-7","OTH",6
"E02000881","F","8-9","WBI",15
"E02000881","F","8-9","WHO",5
"E02000881","F","8-9","MIX",12
"E02000881","F","8-9","PAK",2
"E02000881","F","8-9","BAN",84
"E02000881","F","8-9","OAS",2
"E02000881","F","8-9","BLA",7
"E02000881","F","8-9","BLC",1
"E02000881","F","8-9","OBL",2
"E02000881","F","8-9","OTH",3
"E02000881","F","10-14","WBI",48
"E02000881","F","10-14","WHO",5
"E02000881","F","10-14","MIX",14
"E02000881","F","10-14","IND",2
"E02000881","F","10-14","PAK",5
"E02000881","F","10-14","BAN",140
"E02000881","F","10-14","CHI",4
"E02000881","F","10-14","OAS",2
"E02000881","F","10-14","BLA",17
"E02000881","F","10-14","BLC",5
"E02000881","F","10-14","OBL",10
"E02000881","F","10-14","OTH",7
"E02000881","F","15","WBI",9
"E02000881","F","15","WHO",1
"E02000881","F","15","MIX",6
"E02000881","F","15","IND",1
"E02000881","F","15","PAK",1
"E02000881","F","15","BAN",45
"E02000881","F","15","CHI",1
"E02000881","F","15","OAS",1
"E02000881","F","15","BLA",4
"E02000881","F","15","BLC",2
"E02000881","F","16-17","WBI",23
"E02000881","F","16-17","WHO",1
"E02000881","F","16-17","MIX",2
"E02000881","F","16-17","BAN",59
"E02000881","F","16-17","CHI",1
"E02000881","F","16-17","BLA",7
"E02000881","F","16-17","BLC",5
"E02000881","F","16-17","OBL",4
"E02000881","F","16-17","OTH",5
"E02000881","F","18-19","WBI",20
"E02000881","F","18-19","WHO",2
"E02000881","F","18-19","MIX",1
"E02000881","F","18-19","PAK",2
"E02000881","F","18-19","BAN",57
"E02000881","F","18-19","CHI",2
"E02000881","F","18-19","OAS",2
"E02000881","F","18-19","BLA",3
"E02000881","F","18-19","BLC",2
"E02000881","F","18-19","OBL",1
"E02000881","F","18-19","OTH",3
"E02000881","F","20-24","WBI",65
"E02000881","F","20-24","WHO",33
"E02000881","F","20-24","MIX",12
"E02000881","F","20-24","IND",3
"E02000881","F","20-24","PAK",3
"E02000881","F","20-24","BAN",124
"E02000881","F","20-24","CHI",12
"E02000881","F","20-24","OAS",8
"E02000881","F","20-24","BLA",14
"E02000881","F","20-24","BLC",11
"E02000881","F","20-24","OBL",5
"E02000881","F","20-24","OTH",9
"E02000881","F","25-29","WBI",92
"E02000881","F","25-29","WHO",60
"E02000881","F","25-29","MIX",22
"E02000881","F","25-29","IND",7
"E02000881","F","25-29","PAK",7
"E02000881","F","25-29","BAN",148
"E02000881","F","25-29","CHI",12
"E02000881","F","25-29","OAS",5
"E02000881","F","25-29","BLA",20
"E02000881","F","25-29","BLC",8
"E02000881","F","25-29","OBL",7
"E02000881","F","25-29","OTH",7
"E02000881","F","30-34","WBI",62
"E02000881","F","30-34","WHO",49
"E02000881","F","30-34","MIX",7
"E02000881","F","30-34","IND",9
"E02000881","F","30-34","PAK",3
"E02000881","F","30-34","BAN",140
"E02000881","F","30-34","CHI",10
"E02000881","F","30-34","OAS",4
"E02000881","F","30-34","BLA",25
"E02000881","F","30-34","BLC",5
"E02000881","F","30-34","OBL",7
"E02000881","F","30-34","OTH",6
"E02000881","F","35-39","WBI",44
"E02000881","F","35-39","WHO",27
"E02000881","F","35-39","MIX",5
"E02000881","F","35-39","IND",2
"E02000881","F","35-39","PAK",2
"E02000881","F","35-39","BAN",116
"E02000881","F","35-39","CHI",5
"E02000881","F","35-39","OAS",8
"E02000881","F","35-39","BLA",30
"E02000881","F","35-39","BLC",12
"E02000881","F","35-39","OBL",4
"E02000881","F","35-39","OTH",7
"E02000881","F","40-44","WBI",81
"E02000881","F","40-44","WHO",10
"E02000881","F","40-44","MIX",9
"E02000881","F","40-44","IND",3
"E02000881","F","40-44","PAK",7
"E02000881","F","40-44","BAN",68
"E02000881","F","40-44","CHI",2
"E02000881","F","40-44","OAS",4
"E02000881","F","40-44","BLA",24
"E02000881","F","40-44","BLC",10
"E02000881","F","40-44","OBL",6
"E02000881","F","40-44","OTH",1
"E02000881","F","45-49","WBI",60
"E02000881","F","45-49","WHO",11
"E02000881","F","45-49","MIX",9
"E02000881","F","45-49","IND",3
"E02000881","F","45-49","PAK",1
"E02000881","F","45-49","BAN",42
"E02000881","F","45-49","CHI",5
"E02000881","F","45-49","OAS",5
"E02000881","F","45-49","BLA",17
"E02000881","F","45-49","BLC",21
"E02000881","F","45-49","OBL",1
"E02000881","F","45-49","OTH",6
"E02000881","F","50-54","WBI",83
"E02000881","F","50-54","WHO",12
"E02000881","F","50-54","MIX",4
"E02000881","F","50-54","IND",2
"E02000881","F","50-54","PAK",1
"E02000881","F","50-54","BAN",17
"E02000881","F","50-54","CHI",7
"E02000881","F","50-54","OAS",5
"E02000881","F","50-54","BLA",11
"E02000881","F","50-54","BLC",11
"E02000881","F","50-54","OBL",4
"E02000881","F","50-54","OTH",2
"E02000881","F","55-59","WBI",68
"E02000881","F","55-59","WHO",10
"E02000881","F","55-59","BAN",29
"E02000881","F","55-59","CHI",4
"E02000881","F","55-59","OAS",6
"E02000881","F","55-59","BLA",11
"E02000881","F","55-59","BLC",3
"E02000881","F","55-59","OBL",2
"E02000881","F","55-59","OTH",1
"E02000881","F","60-64","WBI",51
"E02000881","F","60-64","WHO",1
"E02000881","F","60-64","MIX",1
"E02000881","F","60-64","IND",1
"E02000881","F","60-64","BAN",19
"E02000881","F","60-64","OAS",4
"E02000881","F","60-64","BLA",4
"E02000881","F","60-64","BLC",2
"E02000881","F","60-64","OBL",2
"E02000881","F","65-69","WBI",33
"E02000881","F","65-69","WHO",4
"E02000881","F","65-69","BAN",7
"E02000881","F","65-69","CHI",1
"E02000881","F","65-69","OAS",1
"E02000881","F","65-69","BLA",1
"E02000881","F","65-69","BLC",7
"E02000881","F","65-69","OBL",3
"E02000881","F","65-69","OTH",2
"E02000881","F","70-74","WBI",25
"E02000881","F","70-74","IND",1
"E02000881","F","70-74","PAK",1
"E02000881","F","70-74","BAN",9
"E02000881","F","70-74","CHI",1
"E02000881","F","70-74","BLA",1
"E02000881","F","70-74","BLC",3
"E02000881","F","70-74","OTH",1
"E02000881","F","75-79","WBI",34
"E02000881","F","75-79","WHO",2
"E02000881","F","75-79","BAN",2
"E02000881","F","75-79","CHI",1
"E02000881","F","75-79","OAS",2
"E02000881","F","75-79","BLC",4
"E02000881","F","75-79","OBL",1
"E02000881","F","80-84","WBI",20
"E02000881","F","80-84","IND",1
"E02000881","F","80-84","BAN",1
"E02000881","F","80-84","CHI",1
"E02000881","F","80-84","BLC",2
"E02000881","F","80-84","OTH",1
"E02000881","F","85+","WBI",33
"E02000881","F","85+","BAN",3
"E02000881","F","85+","CHI",1
"E02000881","F","85+","BLC",1
"E02000882","M","0-4","WBI",52
"E02000882","M","0-4","WHO",12
"E02000882","M","0-4","MIX",42
"E02000882","M","0-4","IND",6
"E02000882","M","0-4","PAK",3
"E02000882","M","0-4","BAN",246
"E02000882","M","0-4","CHI",1
"E02000882","M","0-4","OAS",7
"E02000882","M","0-4","BLA",19
"E02000882","M","0-4","BLC",2
"E02000882","M","0-4","OBL",10
"E02000882","M","0-4","OTH",3
"E02000882","M","5-7","WBI",15
"E02000882","M","5-7","WHO",5
"E02000882","M","5-7","MIX",17
"E02000882","M","5-7","IND",1
"E02000882","M","5-7","PAK",2
"E02000882","M","5-7","BAN",177
"E02000882","M","5-7","CHI",1
"E02000882","M","5-7","OAS",2
"E02000882","M","5-7","BLA",11
"E02000882","M","5-7","BLC",2
"E02000882","M","5-7","OBL",10
"E02000882","M","5-7","OTH",4
"E02000882","M","8-9","WBI",13
"E02000882","M","8-9","WHO",4
"E02000882","M","8-9","MIX",8
"E02000882","M","8-9","IND",1
"E02000882","M","8-9","PAK",2
"E02000882","M","8-9","BAN",94
"E02000882","M","8-9","CHI",1
"E02000882","M","8-9","OAS",2
"E02000882","M","8-9","BLA",4
"E02000882","M","8-9","BLC",1
"E02000882","M","8-9","OBL",4
"E02000882","M","8-9","OTH",1
"E02000882","M","10-14","WBI",26
"E02000882","M","10-14","WHO",3
"E02000882","M","10-14","MIX",23
"E02000882","M","10-14","IND",2
"E02000882","M","10-14","BAN",256
"E02000882","M","10-14","CHI",2
"E02000882","M","10-14","OAS",4
"E02000882","M","10-14","BLA",10
"E02000882","M","10-14","BLC",1
"E02000882","M","10-14","OBL",7
"E02000882","M","10-14","OTH",6
"E02000882","M","15","WBI",4
"E02000882","M","15","WHO",1
"E02000882","M","15","MIX",2
"E02000882","M","15","BAN",63
"E02000882","M","15","BLA",1
"E02000882","M","15","BLC",1
"E02000882","M","15","OBL",3
"E02000882","M","16-17","WBI",11
"E02000882","M","16-17","WHO",1
"E02000882","M","16-17","MIX",3
"E02000882","M","16-17","IND",1
"E02000882","M","16-17","BAN",96
"E02000882","M","16-17","BLA",3
"E02000882","M","16-17","OBL",1
"E02000882","M","18-19","WBI",14
"E02000882","M","18-19","WHO",3
"E02000882","M","18-19","MIX",1
"E02000882","M","18-19","IND",3
"E02000882","M","18-19","PAK",3
"E02000882","M","18-19","BAN",86
"E02000882","M","18-19","CHI",1
"E02000882","M","18-19","BLA",1
"E02000882","M","18-19","OBL",3
"E02000882","M","20-24","WBI",92
"E02000882","M","20-24","WHO",26
"E02000882","M","20-24","MIX",16
"E02000882","M","20-24","IND",14
"E02000882","M","20-24","PAK",7
"E02000882","M","20-24","BAN",254
"E02000882","M","20-24","CHI",9
"E02000882","M","20-24","OAS",7
"E02000882","M","20-24","BLA",4
"E02000882","M","20-24","BLC",12
"E02000882","M","20-24","OBL",6
"E02000882","M","20-24","OTH",11
"E02000882","M","25-29","WBI",134
"E02000882","M","25-29","WHO",50
"E02000882","M","25-29","MIX",14
"E02000882","M","25-29","IND",8
"E02000882","M","25-29","PAK",4
"E02000882","M","25-29","BAN",202
"E02000882","M","25-29","CHI",10
"E02000882","M","25-29","OAS",12
"E02000882","M","25-29","BLA",6
"E02000882","M","25-29","BLC",7
"E02000882","M","25-29","OBL",8
"E02000882","M","25-29","OTH",9
"E02000882","M","30-34","WBI",91
"E02000882","M","30-34","WHO",63
"E02000882","M","30-34","MIX",15
"E02000882","M","30-34","IND",10
"E02000882","M","30-34","PAK",7
"E02000882","M","30-34","BAN",192
"E02000882","M","30-34","CHI",6
"E02000882","M","30-34","OAS",10
"E02000882","M","30-34","BLA",19
"E02000882","M","30-34","BLC",7
"E02000882","M","30-34","OBL",3
"E02000882","M","30-34","OTH",9
"E02000882","M","35-39","WBI",86
"E02000882","M","35-39","WHO",47
"E02000882","M","35-39","MIX",5
"E02000882","M","35-39","IND",5
"E02000882","M","35-39","PAK",6
"E02000882","M","35-39","BAN",183
"E02000882","M","35-39","CHI",6
"E02000882","M","35-39","OAS",12
"E02000882","M","35-39","BLA",19
"E02000882","M","35-39","BLC",9
"E02000882","M","35-39","OBL",2
"E02000882","M","35-39","OTH",6
"E02000882","M","40-44","WBI",77
"E02000882","M","40-44","WHO",33
"E02000882","M","40-44","MIX",4
"E02000882","M","40-44","IND",7
"E02000882","M","40-44","PAK",1
"E02000882","M","40-44","BAN",153
"E02000882","M","40-44","CHI",2
"E02000882","M","40-44","OAS",2
"E02000882","M","40-44","BLA",12
"E02000882","M","40-44","BLC",4
"E02000882","M","40-44","OBL",8
"E02000882","M","40-44","OTH",4
"E02000882","M","45-49","WBI",70
"E02000882","M","45-49","WHO",14
"E02000882","M","45-49","MIX",5
